Gene,N-FACS (1+2+3),N-T0 (2+3),N-T3 (1+2+3)
mlt,10.87711656,16.53078194,32.98785626
mmd,65.03415334,1.170676379,2.045514082
mms4,9.090677772,13.09437129,10.38402612
mmy,20.03186784,22.01937129,17.10664365
mnb,179.2814394,128.5300398,157.2523871
mnd,266.7103176,183.584401,156.2770748
mod,1002.948811,787.1227305,617.8353943
mod(mdg4),877.9616294,847.1165764,672.9794869
mod(r),68.79177969,93.72557382,97.62968299
modSP,0.313717254,1.248486386,1.42805616
mof,46.97087876,59.35320495,52.893731
moi,0,0,0
mol,0.735141317,0.387362265,0.229705772
mon2,97.25708267,122.3851674,114.9887128
moody,6.532452077,3.641376647,3.041054784
mop,75.86694124,78.9254532,74.3108326
mor,472.3111102,365.3029247,306.3570316
morgue,40.14216606,51.8843526,48.81558664
mos,1.261901302,4.257282133,3.49306904
mr,71.4100759,92.51985884,76.57396764
mre11,121.0362316,237.6769054,279.3068956
mri,107.4308734,124.0889017,118.7917575
mrj,100.5655026,94.96662886,83.27098621
mrn,53.21995199,94.66803422,96.15640994
mrt,28.3813693,27.45541563,30.41297869
ms(2)34Fe,0.031214078,0.193681133,0.227147468
ms(2)35Ci,0.031214078,0,0.038123022
ms(3)72Dt,0.538295364,0.395951849,0.684623734
ms(3)76Ba,0.093642235,0,0
ms(3)76Ca,0,0,0
ms(3)76Cc,0.489795328,0.456582688,1.108908241
ms(3)K81,0,0,0.108940944
msb1l,145.9616996,185.4459469,155.331064
msd1,59.04417329,45.81371234,46.36291389
msd5,56.93448007,47.56492837,39.48858657
msi,588.2422094,531.0860351,742.5335945
msk,639.0493873,664.0261132,562.5296831
msl-1,132.6810014,119.3253379,102.8007283
msl-2,42.61226141,65.68674676,53.67927587
msl-3,43.86290024,52.89132313,50.77256783
msn,272.1323562,217.7135147,217.7874093
msopa,0,0,0.0326949
mspo,30.25329867,1.037626086,0.176889049
msps,580.1952467,745.5642338,620.0180326
mst,29.33073239,32.01265293,27.84534852
msta,0.508986738,0,0.039402174
mtDNA-helicase,42.09457562,52.50076184,50.10793975
mtRNApol,44.7296354,79.56881521,86.6783648
mtSSB,94.54762394,98.3836946,92.29998728
mtTFB1,0,0,0
mtTFB2,14.34015354,13.62387718,13.28578413
mtacp1,110.5186311,97.1486846,95.08512944
mtd,101.8268033,100.0020111,94.52911489
mtg,6.074606719,5.338863644,8.269848633
mth,21.68318269,59.98898488,51.73537974
mthl1,69.30521519,88.26020868,79.94655077
mthl10,37.72806313,231.1403868,265.0691502
mthl11,0.031214078,0.089598621,0.289978963
mthl12,0.093642235,0,0.0326949
mthl13,0.031214078,0,0.076246044
mthl14,3.442383265,4.164484481,3.171800496
mthl15,0.76122856,1.650332542,1.392179929
mthl2,0.515258828,5.300802526,4.569004756
mthl3,10.89999277,53.17611415,42.40056971
mthl4,2.756002522,12.97630864,13.53736245
mthl5,37.36846735,27.40017535,26.25676248
mthl6,0.182157635,0,0
mthl7,0.506752303,0.372878374,0.598800597
mthl8,0,0,0
mthl9,0.568227734,0.245722388,0.658324595
mtm,80.33822858,116.1563884,111.6273678
mtrm,0.162773697,1.991547858,0.560366062
mts,813.0862821,524.8638862,497.7089581
mtsh,3.559447094,6.543898358,9.245166634
mtt,10.30161829,0.193681133,0.250576789
mu2,123.9006351,221.5150967,211.5600498
mub,446.8618168,288.9482461,312.8777883
mud,277.0273343,285.2272983,251.1528418
mura,116.8274945,131.7584362,203.6151967
mus101,69.13440902,79.19744809,79.36222334
mus201,38.72037066,85.89797397,97.01887575
mus205,77.82677964,255.6991492,269.4114629
mus210,376.3803197,611.9365923,616.8853808
mus301,41.86019691,54.17837439,46.06525113
mus304,19.2941388,30.62942848,32.59763809
mus308,96.47555079,80.11837205,76.16434997
mus312,0,0,0
mus81,34.96685541,60.75511982,42.62914778
muskelin,17.38645215,30.09014899,25.87574368
mute,146.9571149,165.6303185,141.0419015
mv,37.0139626,114.522882,125.9112757
mwh,0.495251146,0.702305077,0.66132058
mxc,191.7298272,183.090261,148.2659612
mxt,63.08916744,90.61823685,84.97152402
myo,55.50459039,66.04325119,88.30350169
mys,91.5734572,97.60254624,86.08423661
nAChRalpha1,31.36418596,0.42491963,0.890058713
nAChRalpha2,15.61715295,0.216754607,0.304672664
nAChRalpha3,16.28649547,7.98017157,13.00728444
nAChRalpha4,22.46936762,4.832934977,3.374113323
nAChRalpha5,153.6711603,151.988806,446.4105438
nAChRalpha6,56.80057791,0.566559507,1.361075695
nAChRalpha7,24.968081,1.965779107,4.268321006
nAChRbeta1,17.58743799,0.543486033,0.185186989
nAChRbeta2,17.22513084,21.2187015,44.30151064
nAChRbeta3,3.488943627,10.0200579,6.983925176
nSyb,87.49348167,2.069861618,0.193173415
na,69.79894262,109.8907064,105.5602882
nab,636.9434543,1063.803349,786.8631995
nac,10.01776496,11.75409476,12.97539713
nahoda,0.795664022,1.592396979,1.953169017
nan,0.062428157,0.104082512,0.416483426
natalisin,0.920486114,0.179197242,0.612341313
nau,0,0.052041256,0.150901423
nbs,37.58782832,96.07045285,117.1455442
ncd,285.24049,335.3758013,293.2740157
nclb,170.3632112,128.8925417,115.956726
ncm,213.4681392,267.1460598,256.8577508
nct,135.2642128,142.2078483,113.687239
ndl,0.342073154,0.589632981,0.834246005
neb,86.98497458,110.7213515,115.6227504
nec,0.219122292,3.719690407,1.765238378
nej,604.2936803,286.4090057,414.9371047
nemy,15.84648434,0.566559507,0.438322082
neo,0.283161141,0.052041256,0.43289396
nerfin-1,172.0516408,18.14977867,3.40920726
nerfin-2,0.681548668,0.07511473,0.072097074
nero,45.37402645,45.97892945,36.76731054
nes,63.59591974,63.31373094,52.12985478
nesd,26.68585059,36.36222896,32.66577154
net,2.972006099,0.685125909,1.264396314
neur,217.6533706,91.03960443,66.04679138
ng1,0,0,0
ng2,0.02993237,0,0
ng3,0.031214078,0,0
ng4,0,0,0
nht,0.062428157,0,0
niki,2.158727136,2.722316963,6.457810003
ninaA,0.031214078,0.179197242,0.155050393
ninaB,0.548514812,0.216754607,0.372932282
ninaC,4.743518317,1.372947095,0.337367564
ninaD,0,0.254311972,0
ninaE,0.311811802,0.104082512,0.193173415
ninaG,0.124856314,0.15022946,0.380918709
nito,264.0066125,254.3152961,200.0162765
nkd,32.63040904,14.33358783,12.77651875
nmd,73.89806155,67.50836722,66.81424957
nmdyn-D6,5.88712972,8.086445605,6.658069982
nmdyn-D7,16.8081975,19.71877493,15.35635209
nmo,186.1801469,61.599039,50.09071432
noc,394.7793758,490.9306193,524.9480062
nocte,1002.078674,644.0393992,706.8363426
nod,49.86799044,51.46683853,44.19648431
noe,175.5245979,139.4031618,269.8244272
noi,120.4448729,115.4709352,107.5604991
nol,1.054177935,0.806387588,0.902757957
nompA,0.691473356,0.231238498,0.251855941
nompB,0.636077486,0.179197242,0.213732919
nompC,0.377756102,0.141639877,0.039402174
nonA,243.3147203,135.6428915,122.985732
nonA-l,36.49311439,30.44854347,26.86560392
nonC,226.0617033,256.1377475,219.2506126
nop5,446.8668635,269.1055182,218.7920561
nopo,18.70759402,27.88252679,24.67570175
nord,5.635160806,0,0
norpA,169.2874416,185.4940057,290.4984758
nos,4.201604142,5.445137679,3.662501621
not,56.42303706,51.15678252,40.72373806
nrm,24.402951,1.147602905,1.748701678
nrv1,24.77536501,5.084047919,2.064794434
nrv2,218.6288555,223.7993707,185.6669463
nrv3,107.9796383,1.034930809,0.414892761
nsl1,366.8387674,381.9200547,330.9536294
nsr,0,1.150298181,0.370062464
nst,24.29129481,16.85751337,18.27972171
ntc,7.914297237,22.13844145,22.43299224
nub,1.352787591,0.037557365,0.0326949
nudC,154.8251117,102.8412324,86.18675364
nudE,68.88342416,139.5087556,143.5534453
nuf,23.08608302,24.1143214,21.89268882
nullo,0,0.127155986,0.038123022
numb,635.8039463,459.5798681,329.843092
nvd,0.244585792,0.037557365,0
nvy,43.95308486,30.23398039,25.94911991
nwk,25.87369705,0.552075616,0.070817922
nxf2,39.77691948,68.8285928,61.90780295
nxf4,0,0.052041256,0.182317171
nyo,0.313717254,0.052041256,0.233854742
oaf,82.18658682,107.7207923,102.5034978
obst-A,0.158304827,0.141639877,0.142914997
obst-B,0.41790792,0.104082512,0.40434803
obst-E,0.406406763,3.135951733,7.88739765
obst-F,0.093642235,0.037557365,0.141635844
obst-G,0,0,0
obst-H,0.031214078,0,0
obst-I,0.031214078,0,0
obst-J,0.066897027,0.037557365,0.077525197
oc,23.64780831,1.237201526,0.0980847
ocm,246.8130335,235.4077698,231.0886155
ocn,0,0,0.038123022
odd,0.77196952,0,0
ogre,404.6083065,345.5263392,287.8562503
okr,26.51465032,52.41436225,54.14487125
olf186-F,79.82878877,92.73895571,74.15903131
olf186-M,0.979398127,2.373015816,2.151459042
olf413,219.5054547,156.1363652,125.0482147
omd,76.00215433,92.57998593,85.93908134
ome,3.147618736,1.378841402,0.821487582
onecut,172.1682248,148.2444317,140.1741645
opa,17.50365244,1.115939846,0.631495497
opm,57.00596144,47.13343417,37.61077076
or,21.00889262,19.47524406,17.18656709
orb,32.40196019,38.93295594,40.64737366
orb2,12.13280228,9.827888028,13.98048963
ord,0.061146448,0.104082512,0.26941946
org-1,0.314998962,0,0.038123022
ort,0.435057424,0.104082512,0.708709181
os,0.156070392,0.037557365,0.0326949
osa,857.2962314,607.1716422,528.4975373
osk,0.152225266,5.083544165,0.42000937
osp,14.36008329,5.465515877,4.001241404
otk,275.1794127,258.6022005,229.7111874
otp,5.267419688,0.566559507,0.039402174
otu,0.434104698,1.627259067,0.803486383
out,1.592473299,1.104151233,0.446308509
ovo,1.699851126,1.679300323,1.64041686
ox,37.42044728,25.71127793,20.05853391
oxt,28.2134127,30.98361643,27.44883546
oys,80.06102378,157.2373432,144.6099627
p,76.4114155,77.8149039,71.8528738
p-cup,0.064662592,0,0
p115,72.83564842,111.3355692,109.1155905
p120ctn,170.5987374,129.0973054,130.2216346
p130CAS,87.79491342,77.86306587,69.69453231
p24-1,56.93219,64.81282652,63.39826805
p24-2,0,0,0
p38a,12.76505649,26.3007344,22.33733967
p38b,65.43412321,109.7219631,110.572471
p38c,0.502907176,1.355264174,1.788230019
p47,155.6061031,140.2658487,127.0238697
p53,20.4140685,30.91809879,39.34099265
pAbp,3610.646986,1803.676372,4167.644297
pHCl,4.128435026,0.052041256,0.254414246
pUf68,323.660688,488.7549874,428.7901597
pad,32.06655656,39.03721496,30.59493534
pain,11.97583524,33.83072135,30.6241288
pall,29.36755024,22.74255832,21.65114275
pan,125.6143925,111.2529716,154.3365529
papi,62.10735428,66.56353879,59.04647938
par-1,202.6380999,171.5992185,176.7892757
par-6,128.3637948,169.9131929,146.1914304
para,45.57122236,0.930848298,2.368314113
park,8.20045301,11.94996741,11.05398926
parvin,49.12575989,79.39720004,76.5616628
pasha,44.83838725,56.87761788,45.81535576
path,1611.035055,1163.121518,816.7478312
pav,310.869263,277.4709854,219.6300835
pb,2.461737652,0,0
pbl,257.6995299,348.9920706,281.6451006
pch2,189.3911069,216.5794655,197.3412873
pck,16.25438561,21.59714694,18.65272098
pcl,0,0.07511473,0
pcm,159.8829494,179.1250247,161.6108895
pcs,73.55502287,105.8693731,105.7635434
pcx,118.9777416,119.3199473,116.5122116
pdgy,13.79134396,8.772075267,9.292184544
pdm2,1.305898246,0,0.114369066
pdm3,42.90995862,4.76640983,1.51369395
pds5,144.0572712,192.6990264,175.1142037
pea,71.13662348,81.08121065,81.15923147
peb,4.041099103,3.887602788,2.502678835
pelo,75.65986145,64.95615416,57.59283237
pen,313.6824604,280.6815739,263.0991632
pen-2,27.31901296,25.5029364,25.3389584
per,8.350375832,1.112740816,0.915608658
pes,31.4875446,64.87967891,55.2743554
pfk,70.71603123,75.44727864,72.06219839
pgant2,38.42675384,26.94711893,34.78728793
pgant3,37.35988377,51.92662025,48.71496083
pgant4,0.844651348,0.401846156,0.618080948
pgant5,102.0616011,126.5476111,129.8838953
pgant6,15.58591413,10.60918713,10.58977183
pgant8,0,0,0.038123022
pgc,2.568355282,10.21373903,8.67940555
ph-d,120.3059087,97.34251647,75.25448954
ph-p,205.1660079,135.6989886,98.2516772
phl,45.58900885,48.82182783,41.09847945
phm,0,0.395951849,0.19573172
pho,174.1689201,128.6354829,148.9641856
phol,124.5012631,130.2060162,107.9261608
phr,48.81743748,77.50703942,77.89936756
phr6-4,22.44153078,33.00934611,26.71297707
phtf,32.67451639,42.43775602,35.72816812
phyl,49.47984754,33.7739698,38.672207
pic,291.4656662,379.7368923,409.612907
pico,99.71298436,54.8031967,57.60984142
pie,19.19488244,35.98227227,32.90733508
pigeon,54.42226031,61.9247887,57.8998196
pigs,16.91662037,3.000206163,4.351493558
pim,63.14260995,79.56662368,69.02652115
pinta,5.060682834,11.67628475,17.33422879
pio,0.285066593,0.754346333,0.503711882
pip,2.15777441,3.106983951,2.36756492
pirk,0.286348302,0.447993105,0.402757364
pit,179.9954176,140.164285,124.0886159
pita,170.8174367,215.8739357,172.3501131
piwi,7.321298192,11.05498871,10.18835358
pix,356.0324214,584.0148462,620.1580318
pk,88.10087857,105.7149371,102.4952916
pkaap,27.87678256,55.64092011,54.40182008
ple,2.624374895,0.141639877,0.078804349
pll,7.677538152,10.78029854,11.34396822
plu,0.063380883,0.089598621,0.156329545
plum,192.6945725,303.3186853,405.999667
plx,53.87104966,52.05697527,44.70251778
pn,16.55098715,16.34888942,15.74288427
pncr002:3R,3013.506342,191.4421785,196.0798005
pncr004:X,0,0,0
pncr008:3L,0,0.202270716,0.296686238
pncr009:3L,97.89701715,218.1600739,285.301893
pncr011:3L,8.325536075,7.193658426,6.70842068
pncr013:4,41.62723635,67.46524279,61.48323273
pncr014:3L,5.480757179,11.44504625,10.31289669
pncr015:3L,0,0,0
pncr016:2R,0.033448513,0,0
pncr017:3R,1.470509386,1.650332542,1.621574189
png,4.599141175,3.7137961,5.487323176
pnr,0,0.791903698,0.528108842
pnt,193.0661298,411.1142432,382.5858446
pnut,562.3540251,646.0899159,584.6127422
pod1,257.8856095,175.1336409,144.8983687
poe,548.8925921,740.4060529,802.777237
pog,549.3444418,798.7642961,1014.148095
polo,496.7728059,649.9459806,562.881342
poly,65.89083192,101.4697966,99.17809209
polybromo,222.8910896,248.3088129,211.8003501
polyph,0.278034306,0.358394484,0.305110344
pon,200.050363,231.5063891,202.2145173
pont,178.431491,129.0680361,98.9559499
por,31.97588667,46.38598965,39.43793217
porin,714.199439,532.7700536,446.3111113
pot,0.529652385,1.297832365,2.070222556
ppa,85.72452856,62.16376,47.29288804
ppan,67.86169629,59.8522318,58.56636576
ppk,0.355479763,0.104082512,0.371341617
ppk10,0.301887114,0.127155986,0.251855941
ppk11,0.124856314,0.127155986,0.258563215
ppk12,0.72364016,0.97110094,1.265549299
ppk13,0.427696154,1.884266316,6.840260986
ppk14,0,0,0
ppk15,0,0,0.038123022
ppk16,0.34013348,0.589632981,1.130620729
ppk17,0.213371714,0,0.072097074
ppk18,1.474354512,1.667511709,2.220374786
ppk19,33.34997357,45.78036151,35.48956667
ppk20,0.093642235,0.104082512,0.305951817
ppk21,0.093642235,0.15022946,0.212453767
ppk22,0.256415932,0.104082512,0.070817922
ppk23,0.31756238,0.052041256,0.230017285
ppk24,0.156070392,0,0
ppk25,0.872973025,0.687821186,1.287825635
ppk26,0.09587667,0,0
ppk27,0.09587667,0,0.0326949
ppk28,10.3848704,15.0864229,15.2182083
ppk29,2.821878814,7.138921893,5.280457587
ppk3,1.368224171,0.612706456,0.787825043
ppk30,0.160539262,0.268795863,0.430024142
ppk31,2.080136424,3.1531309,3.273781831
ppk5,0.031214078,0,0.070817922
ppk6,0.062428157,0.07511473,0.038123022
ppk7,0,0,0
ppk8,15.55546025,12.81748959,10.89756743
ppk9,0.062428157,0,0.039402174
ppl,60.13852778,80.31945875,63.02020246
pps,282.1323283,354.8814986,307.4158672
pr,40.77321851,39.21590845,31.59748544
pr-set7,236.9156608,214.4216415,168.0828468
prc,0.031214078,0,0.0326949
prd,0.158304827,0,0
pre-lola-G,1.028419675,1.133119014,1.540960728
pre-mod(mdg4)-AB,0,0,0
pre-mod(mdg4)-AD,0,0,0
pre-mod(mdg4)-AE,0,0,0
pre-mod(mdg4)-B,0,0,0
pre-mod(mdg4)-C,0,0,0
pre-mod(mdg4)-E,0.34013348,0.07511473,0.108940944
pre-mod(mdg4)-I,0,0,0
pre-mod(mdg4)-J,0,0,0
pre-mod(mdg4)-K,0,0,0
pre-mod(mdg4)-L,0,0,0
pre-mod(mdg4)-P,0,0,0
pre-mod(mdg4)-T,0,0,0
pre-mod(mdg4)-U,2.89294995,3.690722626,3.567724419
pre-mod(mdg4)-V,0.093642235,0.089598621,0.077525197
pre-mod(mdg4)-W,0,0,0
pre-mod(mdg4)-X,0,0,0
pre-mod(mdg4)-Y,0,0,0
pre-mod(mdg4)-Z,0,0,0
prel,48.80769627,71.12616664,71.78467493
primo-1,0,0,0
primo-2,0,0,0
prod,120.5523563,103.1344365,89.82691351
prom,0.654837682,0.641674237,0.790383347
prominin-like,186.7701273,131.728689,105.2767144
pros,985.693079,86.74980247,31.25154339
prt,4.158935064,0,0
prtp,129.2538176,85.57680961,65.87690313
ps,76.92058943,99.02715579,146.1498797
psd,1.33668111,0.127155986,0.310100786
psh,0.031214078,1.190550823,0.416171913
psidin,93.70853642,99.54290961,92.23113617
psq,208.8537575,121.8514034,144.139074
pst,12.06513312,33.7126587,50.68781349
ptc,46.67594355,39.09414302,30.47086144
ptip,229.0856654,144.9156556,142.3267317
ptr,142.3626692,306.8443197,300.758962
puc,58.875727,57.03356514,61.38197322
puf,333.1106,384.5605316,345.696166
pug,8.544317449,15.86333895,10.05897851
pum,264.1062526,179.7597198,210.036142
put,58.78502948,66.55847548,62.2357858
pwn,1.675703558,0.320837119,0.142914997
px,146.186404,284.6937624,244.9587643
pxb,26.3122134,31.57476067,15.54086626
pyd,276.214448,361.7933628,382.1128251
pyd3,1.69032343,0.647568544,1.514409255
pygo,107.54339,107.7607177,85.87241289
pyr,59.88465472,69.50495261,73.22005251
pyx,7.114493328,9.673955784,12.82527019
pzg,742.6349271,623.1233223,486.3182697
qin,0.680595942,2.369816786,2.97771862
qjt,1.918610213,2.895619898,4.243612532
qkr54B,205.4565908,124.1759042,128.0942284
qkr58E-1,99.49797432,69.02242466,65.21693077
qkr58E-2,258.8168672,246.8989887,200.7472876
qkr58E-3,107.3935456,121.9755627,110.7845639
qless,12.78108259,16.17339496,16.02993424
qm,66.43307639,99.71704354,103.7867441
qsm,1.000063774,2.624128758,2.115052852
qtc,12.88897245,2.173440377,0.431614807
qua,0.635419521,3.037763528,1.882881054
qvr,37.70427245,1.101455956,0.193173415
r,246.5808292,299.3791959,317.6415214
r-cup,3.014482648,2.994311856,2.785201331
r-l,153.9746145,129.9109736,109.8802599
r2d2,57.36713571,58.25545177,53.55941821
rad,31.08805754,0.702305077,0.485710683
rad50,138.980838,418.2332649,472.872453
ranshi,3.459532769,8.803738325,9.823348549
rap,84.09075977,70.09257058,50.6440444
raps,103.893173,89.06576527,72.66726049
raptor,79.53113271,86.52365306,89.63881472
ras,312.0812148,260.6613325,212.8027251
rasp,18.19902612,34.30415596,32.50447605
rau,2.200002356,0.806387588,0.148343119
raw,27.99798873,32.13542587,30.95448539
rb,88.41069751,128.3941693,112.0565903
rdgA,23.67752745,27.67181722,41.51369311
rdgB,34.78381349,17.41379552,21.78143409
rdgBbeta,49.27796129,46.33394839,38.71646457
rdgC,6.314043824,0.260206279,0.076246044
rdhB,0,0.07511473,0
rdo,4.397043867,0.826765786,0.817961638
rdx,68.39796616,34.83381259,36.514781
rec,36.75601679,43.95604577,37.38524785
ref(2)P,75.77675978,170.7318728,216.3003608
regucalcin,29.98250656,64.50345077,41.41774652
rempA,112.907362,240.8746462,291.4832204
repo,30.44394098,2.635917372,2.092061211
rept,191.7221174,179.5659652,150.1536951
resilin,0.416955194,0.052041256,0.039402174
retinin,0,0,0
retm,54.22027717,45.41708023,37.50095445
retn,2.63952865,1.251685416,0.189024446
rev7,14.48384797,39.9306824,43.13860897
rg,3.181963901,0.791903698,1.597303396
rgn,45.04463682,25.22184817,21.53713471
rgr,46.55191631,104.0641008,115.3654839
rha,1.203976237,0.141639877,0.338646717
rhea,414.3501345,253.30898,223.0831886
rhi,0.066897027,0.358394484,1.332218251
rho,10.37717023,1.095561649,1.574370933
rho-4,102.3210911,138.776501,137.7948315
rho-5,25.83756104,3.612912619,3.404872944
rho-6,0.062428157,0,0
rho-7,51.18526287,63.92711766,77.45995325
rib,0.411499376,0.352500177,0.039402174
ric8a,29.07764008,23.5275602,21.79931694
rictor,148.5254891,230.1869688,210.5462848
rig,214.7010134,311.7749649,239.9134018
rin,1128.801079,467.5465336,575.4091508
rk,2.789916473,0.50003436,0.717444801
rl,64.13692156,88.71072055,88.40067871
rn,18.40730811,0.529002142,0.29796539
rngo,115.1375714,164.1748511,160.6965507
rnh1,48.00548883,69.209557,76.09570561
rno,186.9154818,119.1195151,128.5471842
ro,0.222967419,0.179197242,0.353778098
roX1,1483.738297,2041.237341,1456.220488
roX2,0.187284471,0.164713351,0.077525197
robl,43.96797186,48.76406877,42.57783754
robl22E,0.031214078,0,0
robl37BC,0.059864739,0,0.038123022
robl62A,0.249054662,0,0
robls54B,0.254181497,0,0.104791974
robo,76.17983116,62.61663991,58.23682586
robo3,35.13203912,0.702305077,0.225868315
rod,198.624021,275.1429325,245.6080613
rogdi,50.91543085,50.56495802,46.1148795
rols,3.934549482,1.985653551,4.070780174
roq,101.7010245,108.3185112,86.0821152
rost,0.586000981,1.127224707,0.794532317
row,262.3672043,264.5057851,224.6808713
rpk,18.83821126,37.81938413,34.30959598
rpr,13.47421323,0.656158128,0.885909743
rst,15.15766268,18.16814185,9.237836334
rt,1.063149897,0.052041256,0.459723057
rtet,16.1924909,27.89481915,24.60095409
rti,106.2647581,132.6386553,134.0159671
rtp,2.283390921,2.459415407,3.392863715
rtv,3.388983144,5.621135891,7.843534992
ru,2.543028236,0.07511473,0.110220097
rudhira,131.0588421,181.2385879,271.4974339
rumi,54.89298989,74.20856586,59.47824722
rump,522.4621264,359.524834,332.6627973
run,56.81199726,54.28026538,20.1055122
rush,81.34603781,172.9233492,200.7775588
rut,90.22448498,46.08973726,32.87034835
rux,37.21285247,37.18410795,33.394754
ry,4.572600866,1.32090584,1.457569729
s-cup,0.988041106,0.41043574,0.296686238
sNPF,13.60936938,0.052041256,0
sNPF-R,2.241991617,0,0.038123022
sPLA2,1.249549651,0.786009391,0.683033068
sa,0,0,0
sad,2.457892526,3.020080607,2.467240285
sage,6.55557891,8.881548333,11.59282818
sala,0,0,0
salm,13.50647077,7.938231158,1.968922637
salr,22.00191419,16.38339849,6.141623393
sals,6.12959568,5.387202116,6.898724278
salt,2.93970284,3.567269423,3.505953629
san,68.49110339,54.89972291,43.89521142
sano,4.178319003,5.269139467,12.11125984
santa-maria,0.187284471,0.598222565,0.347070823
sas,1.246589241,1.058004284,2.006238075
sav,16.11205081,38.42989906,37.61329596
sax,64.27716329,104.3382872,87.32921702
sba,212.676117,395.7278394,390.2036737
sbb,470.3050438,422.054997,380.2468673
sbr,123.3009357,179.2007939,192.5190919
