Gene,N-FACS (1+2+3),N-T0 (2+3),N-T3 (1+2+3)
CG8331,97.41890392,86.81199612,81.26314837
CG8334,40.56676693,31.17291452,29.92917799
CG8335,0.031214078,0.07511473,0
CG8336,41.16341612,58.05975563,53.15929474
CG8343,0,0.037557365,0
CG8349,0.064662592,0.037557365,0.149622271
CG8353,2.092159092,3.618303172,3.417790635
CG8358,0.093642235,0.358394484,0.318524893
CG8360,4.3663513,11.75409476,11.41035955
CG8366,18.63315311,35.23601176,35.90261722
CG8368,101.6421953,103.571825,104.0864659
CG8369,1.409862162,1.329495423,0.46558886
CG8370,97.22498633,114.8600673,99.38713641
CG8372,39.19410566,46.17361809,39.90073647
CG8378,129.4867789,139.5901434,113.3254307
CG8379,34.9601084,39.38162931,33.12715225
CG8386,17.28475646,14.97543857,12.91004121
CG8388,11.99443669,22.26509368,18.76365639
CG8389,30.07695559,38.36287016,30.96870831
CG8397,49.23255812,60.04540918,50.86659505
CG8398,3.89535039,0.768830223,0.344386352
CG8399,47.58044885,92.32887299,82.44892382
CG8401,5.113242813,0.395951849,0.802956424
CG8405,118.4729009,221.0622168,216.4001508
CG8407,5.144174066,1.479724884,1.359485029
CG8412,23.65154244,45.81285557,52.32207804
CG8414,53.38325842,37.55378729,31.73032728
CG8417,18.35044749,21.07723813,17.44816018
CG8419,18.4054905,18.90059873,15.59107281
CG8420,0.402890619,0.566559507,0.72989171
CG8435,22.72903627,32.25298477,30.83521035
CG8441,43.0783733,42.25165696,38.1880033
CG8449,52.38874278,60.08717308,55.16103063
CG8460,40.54518076,34.48436071,30.18134702
CG8461,17.59617083,13.56914065,14.06334207
CG8468,1.797962231,2.37840637,1.707835005
CG8475,95.20684309,139.4185025,138.0111746
CG8476,0.093642235,0,0
CG8478,163.1651012,154.5285284,121.3037105
CG8481,46.19612811,73.93858598,66.42001719
CG8483,0.154788683,0.193681133,0.039402174
CG8485,133.5737001,107.3406849,95.11835401
CG8490,27.54144693,30.79633336,31.07367703
CG8492,0.10034554,0.193681133,0.26112152
CG8494,62.10283021,68.9102821,64.64224822
CG8498,14.06873267,6.470471398,5.514404608
CG8500,34.17428122,24.76896826,22.02176018
CG8501,0.09587667,0.439403521,0.285829993
CG8503,4.224833207,7.421697893,5.315988416
CG8507,53.29968839,69.60281357,69.40849977
CG8508,0.093642235,0,0
CG8509,0.093642235,0.037557365,0.108940944
CG8516,99.10648306,131.9712123,114.9434701
CG8517,0,0,0
CG8519,0.031214078,0.037557365,0
CG8520,19.5709594,28.20706669,23.65626954
CG8525,24.04056101,29.0875615,26.57215741
CG8526,2.014226346,2.554908335,4.149802969
CG8531,150.6997463,217.6487289,267.1561415
CG8534,0,0,0.0326949
CG8539,0,0.508623944,0.497972247
CG8541,0,0,0.0326949
CG8543,0,0,0
CG8545,266.2130386,221.2547655,204.8801795
CG8547,6.904218914,2.30649067,2.566604137
CG8549,42.08365118,81.47446723,91.03039068
CG8550,1.477541673,0.231238498,0.483152378
CG8552,82.711565,100.3753932,90.14845939
CG8560,0.031214078,0.112672095,0
CG8562,0.156070392,0.052041256,0.038123022
CG8563,2.271266021,1.158887765,1.607192
CG8564,2.536290709,1.552144337,1.348628785
CG8565,0.156070392,0.179197242,0.227147468
CG8568,0.158304827,0,0.038123022
CG8569,17.5369645,44.63107084,51.66003513
CG8578,40.64972385,44.9251317,39.48956281
CG8584,0,0,0
CG8586,0.031214078,0.69641077,0.507549339
CG8596,5.002360777,1.81774117,1.800365416
CG8602,39.02153381,70.29602531,65.47044308
CG8607,11.61562607,17.59097775,17.50531122
CG8611,127.8256958,104.59867,104.1941363
CG8613,41.26703956,90.91718451,80.33430162
CG8617,27.27492615,33.76167743,35.70469631
CG8620,0.921109857,12.85184793,21.62525601
CG8628,0.033448513,0.089598621,0
CG8629,0,0.052041256,0.0326949
CG8630,0.346213041,0.037557365,0.072097074
CG8635,117.6505786,116.1528621,114.1553072
CG8636,297.6038316,344.8042112,408.9230593
CG8641,3.027175217,0.297763644,0.149622271
CG8642,4.186950047,5.780458688,7.556796538
CG8646,0.251947062,0,0.153771241
CG8654,0.193987775,1.239896802,0.32651132
CG8661,0.031214078,0.052041256,0.078804349
CG8664,0,0,0.194452568
CG8665,0.031214078,0.202270716,0.115648219
CG8668,49.3268369,53.63118557,48.69577276
CG8671,97.24838274,89.17959561,86.09779452
CG8673,1.733265417,0.890091902,1.431893617
CG8675,77.94179867,75.38783182,78.57614931
CG8677,278.2583691,218.5261496,226.6991702
CG8679,19.72569201,21.15555189,16.11401525
CG8680,48.24757965,42.24626641,41.64528839
CG8701,0.066897027,0,0
CG8708,0.430588554,1.863888119,0.638202772
CG8712,9.880613503,13.91305124,11.67497391
CG8713,1.537111652,1.488314467,1.54595117
CG8726,110.8880601,125.5258294,103.5150428
CG8728,100.1895157,112.9667076,139.537286
CG8735,55.46222643,83.25533129,73.18436893
CG8736,0.34302588,0.164713351,0.375490586
CG8738,0.031214078,0.650263821,0.364634342
CG8740,0.379990537,1.017247888,1.420288179
CG8745,7.276019539,2.797431693,0.737692791
CG8746,0.031214078,0,0
CG8750,0,0,0
CG8757,0.577494456,0,0.0326949
CG8765,35.90652345,68.78514113,63.23174619
CG8768,9.775730648,22.08269741,31.11710201
CG8771,205.3422113,339.1475072,301.5277676
CG8773,0.031214078,0.156123767,0
CG8774,0.031214078,0.052041256,0
CG8777,31.7953843,43.86763117,44.90991333
CG8778,40.91999498,56.10795666,50.2999255
CG8783,15.33065626,15.24844097,15.98777981
CG8785,0.315327945,0.447993105,0.695294632
CG8786,41.72410128,53.53062934,36.01076699
CG8788,0,0,0
CG8791,4.625852161,9.243141846,6.828251757
CG8800,1.522162361,1.187855547,1.222124322
CG8813,0.592080542,1.06069956,0.725119715
CG8814,12.64664294,10.69558672,9.134668125
CG8818,114.9354946,220.4300147,227.1947179
CG8833,15.94212031,27.98441777,27.12675933
CG8834,0.156070392,0.089598621,0.231296438
CG8837,0.523675056,0.364288791,0
CG8838,0.031214078,0.127155986,0.038123022
CG8839,37.51404985,44.68681488,38.72557009
CG8840,0.179594218,0.052041256,0.039402174
CG8841,30.04261086,39.93740771,31.56623756
CG8850,0.436962876,0.07511473,0
CG8851,0.843040656,0.156123767,0.110220097
CG8852,10.64270449,12.46549317,9.774529339
CG8854,0.031214078,0.127155986,0
CG8858,103.6644958,119.7477388,99.77703419
CG8860,108.2397473,79.21110098,78.11111648
CG8861,6.657103491,0,0.26527049
CG8866,22.93881146,35.74833849,35.51646276
CG8870,16.68800215,23.43476255,23.48024804
CG8878,160.3278443,196.027501,174.1993757
CG8888,0.155741409,0,0.038123022
CG8891,59.82479816,61.24994014,53.93399955
CG8892,78.96242875,94.91393312,89.28273954
CG8907,0.242022375,0.052041256,0.077525197
CG8908,10.77918648,13.12064379,10.48968486
CG8909,40.55921401,2.364426232,1.167776112
CG8910,20.16426558,0.164713351,0
CG8915,32.54211952,46.74219261,37.29877718
CG8916,0.124856314,0.052041256,0.23257559
CG8918,0.285066593,0.141639877,0.270698612
CG8920,84.18468685,118.6759051,121.9492861
CG8924,55.147751,56.3609081,41.95555783
CG8925,0.062428157,0,0.039402174
CG8927,10.04303593,7.173280228,7.655318918
CG8929,200.8948786,228.9368204,179.5630113
CG8931,33.88911986,29.92661965,26.770919
CG8939,178.463749,124.9463231,113.391736
CG8944,60.85785122,46.80214318,42.40687319
CG8945,1.424051256,1.915929374,1.971700175
CG8949,203.1146877,121.6254047,130.028872
CG8950,31.85979829,44.24960288,39.795237
CG8952,0.592375302,0.927649267,0.750139701
CG8958,0.064662592,0,0.115648219
CG8960,0,0,0
CG8963,248.0903984,264.7558906,227.9797252
CG8964,47.86417651,35.97957699,38.66653436
CG8974,47.63273837,81.78132421,74.6028149
CG8993,33.54496022,45.70204775,43.41906923
CG8997,1.465677311,1.644438235,1.230548429
CG9003,27.18322315,62.90631772,66.09179735
CG9004,32.89454613,31.47606871,25.99005357
CG9005,26.18481623,40.32005968,39.90818327
CG9008,7.149043393,1.800562002,1.374304898
CG9010,0.031214078,0,0.0326949
CG9014,0.031214078,0,0
CG9016,2.01984047,0,0
CG9018,45.00541299,57.59609462,52.18281594
CG9021,0,0,0
CG9029,0.149661848,0,0
CG9030,0,0,0
CG9034,43.11948776,35.40460441,37.50649312
CG9040,0,0,0
CG9044,35.91603921,47.85863621,45.28253568
CG9062,48.16111897,50.5482826,44.9378876
CG9065,23.4924997,30.20619662,35.63867646
CG9067,9.913732597,9.32853393,8.972565844
CG9068,0.09587667,0.104082512,0.152492089
CG9072,0,0,0.072097074
CG9083,3.552914467,0.777419807,0.775689646
CG9084,0.804272779,0.716788967,0.597209932
CG9086,291.8967089,337.9018926,346.7621144
CG9090,0.682501394,0.762935916,0.502121217
CG9095,0.254181497,0.104082512,0.296686238
CG9098,24.73421518,1.815045893,0.865661752
CG9099,56.37512452,38.27984611,33.76325969
CG9101,0,0,0
CG9104,20.07241419,24.88602341,21.33649702
CG9106,0,0,0
CG9107,82.68007801,67.19410467,66.32442381
CG9109,0.944667905,0.127155986,0.0326949
CG9114,49.96730201,130.4637037,113.8359588
CG9117,0.922720548,2.291503026,2.135174676
CG9119,1.452475165,4.254083102,9.286091697
CG9121,33.18292642,49.72622711,51.96775329
CG9123,39.39908343,26.38982927,26.2316424
CG9125,48.49106678,58.43903206,52.34771324
CG9129,0.850730909,0.127155986,0.038123022
CG9130,0,0,0
CG9132,78.41114563,80.39490073,68.97073266
CG9133,0.031214078,0,0
CG9134,0.02993237,0.089598621,0.0326949
CG9135,682.1829871,556.4526785,414.7174862
CG9140,110.5790941,121.3800611,117.7043425
CG9143,80.08444609,67.13448134,65.00758848
CG9147,22.14751653,26.9575728,25.65107972
CG9149,58.63257457,82.51546885,94.13529984
CG9150,0.963757083,0.838050647,1.004116266
CG9153,130.8900962,143.7881294,122.785887
CG9154,21.08120133,23.6917698,25.58117026
CG9164,7.11054597,20.62065544,9.629433751
CG9168,0,0,0
CG9170,126.6317522,156.7334295,159.2922168
CG9171,27.84341442,22.38517134,20.28425155
CG9172,120.4551314,142.5093405,138.0939431
CG9173,0,0,0
CG9175,18.26668422,20.25367138,25.27303785
CG9184,0.526465224,0.343910593,0.300523694
CG9186,27.81826999,30.96862879,29.31517981
CG9192,0.031214078,0.052041256,0.157608698
CG9194,15.54248573,17.30550647,13.39666036
CG9203,26.55890578,35.78168932,37.52821421
CG9205,101.4505883,99.39824721,94.15841141
CG9213,40.01701499,60.11513336,60.96294897
CG9215,40.22152891,68.17361869,62.96475185
CG9220,59.88187491,83.79914457,69.81141612
CG9222,0.156070392,0,0
CG9231,24.83843473,41.80855066,43.48514826
CG9235,0,0,0
CG9238,53.4427883,24.88904593,12.7605459
CG9240,38.45298456,75.16079986,84.66989039
CG9246,129.4297369,131.3942247,118.6433015
CG9248,65.7724848,134.3893676,125.0717129
CG9249,20.25183817,29.9513809,29.13286264
CG9253,254.8608368,182.2054089,166.0147835
CG9254,0.314375219,0.089598621,0.310538467
CG9257,22.41635011,26.91412112,24.22443669
CG9259,0,0.439403521,0.072097074
CG9263,0.131559618,0.037557365,0.0326949
CG9265,14.36223533,48.99074771,50.08605051
CG9267,79.38624758,78.70028552,78.0651835
CG9269,0,0,0
CG9270,0.484997475,0.216754607,0.519996248
CG9272,19.50720294,50.58264094,48.56938587
CG9279,14.53940504,2.309185947,3.553216063
CG9281,414.7851863,406.9233097,336.8978319
CG9286,61.0610006,54.14099354,48.8723662
CG9287,0.127090749,0.07511473,0
CG9288,0,0,0
CG9289,0.02993237,0,0.185186989
CG9293,26.98022963,24.36981739,22.21900698
CG9294,0.091078818,0,0
CG9297,0.124856314,0.164713351,0.0326949
CG9300,60.60214846,59.11826367,52.21214338
CG9302,72.44129522,80.0196801,64.60100226
CG9304,47.74551393,79.48561464,89.03267523
CG9305,97.76280547,89.76807035,91.65777654
CG9306,61.47552839,60.83411385,57.94457431
CG9308,0.064662592,0,0
CG9312,0.033448513,0,0.038123022
CG9313,3.487367158,7.615882779,9.784004766
CG9314,0.098111105,0,0
CG9316,0.093642235,0,0.070817922
CG9317,1.218267563,0.83535537,1.460531826
CG9318,143.6944643,136.3987749,117.5039475
CG9319,15.81414528,24.41865961,21.80752181
CG9323,42.01671045,41.88668791,42.94744563
CG9328,93.17538642,127.2618813,111.2509768
CG9330,84.95692437,103.4601604,98.20434728
CG9331,7.839132372,9.283898242,12.44400686
CG9336,6.191285491,23.79046176,36.20655086
CG9338,4.873137825,4.520183688,4.013940648
CG9344,75.15142581,71.56085987,65.6962942
CG9346,62.61601291,62.05615122,62.52790286
CG9350,53.81356284,60.50856644,65.1896794
CG9356,14.73332437,18.98800582,17.29688026
CG9360,1.293217612,0.268795863,0.077525197
CG9368,18.50917405,0.783314114,0.458443905
CG9372,8.741765294,18.88173179,16.93165678
CG9376,15.56524892,15.53610377,11.57720072
CG9377,0.093642235,0,0
CG9380,5.813234628,5.434356572,8.9419071
CG9384,45.08779073,64.20752563,54.42367515
CG9386,20.90103987,18.40696243,16.19268483
CG9389,1.203647254,0.494140054,0.798681287
CG9391,21.81811251,27.90020971,33.1540997
CG9393,44.68797714,44.89616392,51.30163571
CG9394,1.41126839,0.335321009,0.443750204
CG9395,21.5373585,1.997442165,4.008040958
CG9396,0.062428157,0.231238498,0.182317171
CG9399,8.4102282,16.64614931,16.02790589
CG9400,0.062428157,0.052041256,0
CG9406,0,0,0.072097074
CG9410,14.4529068,14.274141,16.16757257
CG9411,0.225201854,0,0
CG9413,45.29325983,0.641674237,0.426186685
CG9416,0.991001516,0.156123767,0.213732919
CG9422,30.51509751,35.11374258,35.80596313
CG9425,265.7697246,235.5973951,230.83635
CG9426,63.77651328,94.12235667,80.46899427
CG9427,0.098111105,0.104082512,0.179758867
CG9436,26.78535757,23.65892273,24.78943919
CG9444,1.548249604,1.508692665,1.457132049
CG9445,2.661907221,0.260206279,0
CG9447,2.40911958,4.734243019,4.844416185
CG9449,0.031214078,0.829461063,0.136207722
CG9451,0.066897027,0.577844367,0.338646717
CG9452,0.062428157,0,0
CG9458,0.156694135,0.381467958,0.248986123
CG9459,0,0.306353228,0.207025644
CG9463,0,0,0.077525197
CG9465,0.031214078,0,0.189024446
CG9466,0.031214078,0.112672095,0
CG9467,65.28581397,85.45217239,77.52468507
CG9468,0.156070392,0.15022946,0.175609897
CG9471,30.18532985,40.99997155,31.2085725
CG9483,0.349400202,0.98558483,0.75940528
CG9485,23.53797045,57.53747879,65.32424351
CG9486,0.294333315,0.037557365,0.0326949
CG9492,0.279644997,0.433509214,0.575371276
CG9497,0.40160891,0.42491963,0.150901423
CG9498,0.059864739,0.231238498,0.352498946
CG9500,0,0,0
CG9503,0.648531369,0.3498049,1.152585552
CG9505,0.093642235,1.702373798,1.162600324
CG9507,0.218498549,0.089598621,0.0326949
CG9509,0.758994126,0.679231602,0.913302688
CG9510,3.642382593,11.43376139,11.88699
CG9512,0.632561343,0.48555047,0.82894405
CG9514,0.420142355,0.505928667,0.551100483
CG9515,17.27994667,20.79075935,18.15334342
CG9518,0.254181497,0.052041256,0.370062464
CG9519,0.248101936,0.104082512,0.072097074
CG9521,0.220404001,0.037557365,0.0653898
CG9522,0.613801147,0.156123767,0.240999697
CG9525,0.031214078,0,0
CG9527,18.75228113,21.83208822,21.27878213
CG9531,9.756324858,15.79411853,12.51745868
CG9536,39.75842069,50.61699927,44.73023972
CG9541,0.162773697,0.07511473,0
CG9547,1.495088169,1.592396979,1.575776253
CG9548,53.31332131,35.20873175,30.42411334
CG9550,0.185673779,0,0.0653898
CG9555,0.546280378,0.254311972,0.271977764
CG9568,0.098111105,0.104082512,0.0326949
CG9570,0.09587667,0,0
CG9572,0.227436289,0.037557365,0
CG9577,42.02200796,34.80958087,27.90010052
CG9578,52.31894054,64.0596642,54.84848911
CG9581,61.31146149,60.25526197,48.05561751
CG9582,0.031214078,0,0
CG9586,52.11336088,49.29828496,47.85501292
CG9588,48.41785151,61.16084527,58.63606459
CG9589,0.031214078,0.48555047,0.590502658
CG9590,21.40680479,35.85310127,36.41428164
CG9592,0,0,0
CG9593,1.956993033,2.809220307,4.208923175
CG9596,44.84575844,58.1186987,61.32755802
CG9601,43.33206795,61.287321,57.14312487
CG9602,0,0,0
CG9603,199.9789766,133.0059924,104.1721991
CG9609,51.94243236,52.30977598,52.49538197
CG9616,0.064662592,0.089598621,0.070817922
CG9624,0.062428157,0,0
CG9626,0.314375219,0.052041256,0.141635844
CG9628,6.323095731,4.361364644,4.6434078
CG9629,23.14875935,20.88305325,19.10810113
CG9630,30.18859782,43.82148422,45.65467549
CG9631,0,0.41043574,0.517126431
CG9632,0.033448513,0,0
CG9634,8.824632348,33.08564486,33.3726974
CG9636,101.643466,124.6212536,129.7836061
CG9640,5.768182726,7.069197716,7.580604361
CG9641,18.12994169,27.74879623,29.79602622
CG9642,0.158304827,0,0.077525197
CG9643,28.33779077,19.05301971,18.71292719
CG9646,90.72847976,116.6520397,107.4385323
CG9649,0.031214078,0.685125909,0.156329545
CG9650,7.52456506,0.320837119,0.33895823
CG9657,2.449215324,0,0.103512822
CG9662,65.2679241,51.51467325,44.49132755
CG9663,7.087000293,11.67258197,11.50002014
CG9664,0.570133186,0.283279753,0.148343119
CG9666,0,0,0
CG9667,36.39431109,33.68235617,27.23138265
CG9669,48.77471276,40.3416219,37.7049432
CG9672,0.127090749,0.679231602,0.954295528
CG9673,0.343978606,1.401914877,1.403162341
CG9674,316.6758618,519.3435088,480.8147556
CG9676,0.066897027,0.462476995,0.902320276
CG9682,0.031214078,0,0.038123022
CG9684,39.05931272,60.58501592,52.2696659
CG9686,19.21654855,0.3498049,0
CG9689,0.227436289,0,0
CG9691,0.842519145,2.138578288,0.997097479
CG9692,0.231905158,0.104082512,0.331939442
CG9698,0.09587667,0.052041256,0
CG9701,0.062428157,0.15022946,0.116927371
CG9702,0.031214078,0.312247535,0.077525197
CG9705,444.8967612,446.0008031,400.2450805
CG9706,8.497961551,14.08635418,12.46969079
CG9715,154.5821536,222.1990386,225.8598555
CG9717,0.220732984,0.662052435,0.259842368
CG9722,0.031214078,0.089598621,0.0980847
CG9723,91.69091845,68.78060735,60.17175803
CG9727,99.38289474,141.9951237,132.5568482
CG9733,0.249712628,0.104082512,0.233854742
CG9737,0.064662592,0,0
CG9743,1.485492464,0.745756749,0.552691148
CG9747,0.09587667,0.592328258,0.425749005
CG9752,109.2909178,132.4455037,101.3855231
CG9754,31.85741459,64.66360456,64.12055964
CG9757,0,0,0
CG9759,0.02993237,0,0
CG9760,5.058256306,1.722751995,1.679415242
CG9766,0.09587667,0.089598621,0.039402174
CG9769,387.4171918,557.4477613,659.1885928
CG9773,22.35839327,31.3253355,40.13396819
CG9775,252.5038094,225.0645583,199.3303664
CG9776,244.8116221,307.515995,282.4915785
CG9777,1.7110233,1.552144337,1.496971904
CG9780,2.837361552,0.679231602,0.250576789
CG9782,0.472974807,0.306353228,0.435452264
CG9784,27.88559578,62.30136985,60.13141194
CG9791,17.81858295,17.33177897,15.90719945
CG9795,69.2285732,80.12323308,78.45271692
CG9796,78.26660184,111.1506542,100.2534395
CG9799,124.8608026,129.830619,127.951224
CG9801,117.6165756,126.2813598,122.2137606
CG9804,23.09674317,28.93952356,24.4852381
CG9806,0.244585792,0.141639877,0.225868315
CG9812,0.064662592,0.112672095,0.0653898
CG9813,16.60504725,1.627259067,2.618579388
CG9815,0.250336371,0,0.104791974
CG9821,572.6133251,366.9449394,774.2040141
CG9822,0.093642235,0,0
CG9825,0.062428157,0,0
CG9826,0,0,0
CG9836,69.96578732,145.7040588,179.511949
CG9837,1.979167141,0.291869337,0.801365759
CG9839,100.347254,182.2633445,161.213663
CG9849,28.43045843,26.28743453,24.93748018
CG9850,0.283161141,0.254311972,0.182317171
CG9853,76.8874827,88.08625126,73.72389787
CG9855,67.00875525,89.1973043,74.42047946
CG9861,0.031214078,0,0.039402174
CG9863,0.127090749,0.089598621,0.076246044
CG9864,0.884508405,0.939437881,1.475133248
CG9865,0,0,0
CG9870,6.43415836,8.378818695,5.839578385
CG9875,0.154459701,0.63577993,2.136639174
CG9876,0.062428157,0,0
CG9877,0,0,0
CG9879,0,0,0.038123022
CG9886,9.597464297,12.97041433,13.69927158
CG9890,20.61867315,34.87172297,38.2975326
CG9896,1.175325576,0.919059684,0.229705772
CG9897,0,0.737167165,0
CG9899,0.311482819,0,0.263991338
CG9902,32.46535143,79.37057452,71.05144206
CG9903,1.936939194,2.988417549,3.440252316
CG9911,89.97844522,90.08991497,89.07194263
CG9914,4.566021644,6.907179642,4.067161164
CG9915,149.5286535,138.4176027,117.8525766
CG9917,42.71897092,106.2634864,121.2986609
CG9919,26.01683821,6.38137653,6.368932491
CG9920,0.031214078,0,0
CG9921,31.02615792,33.21668014,32.31479548
CG9922,79.22317334,46.18978975,39.74506305
CG9925,4.546706151,3.144541316,5.484604816
CG9926,0.209526587,0.453887412,0.425749005
CG9928,0.062428157,0.956617049,0.741092568
CG9932,16.85688963,35.16223178,52.68956708
CG9934,148.6411835,136.2581425,126.2613248
CG9935,2.234925107,0.42491963,0.644910046
CG9940,37.08399071,69.94554015,67.97035376
CG9941,82.14661805,64.94756458,54.13327441
CG9945,47.36901768,85.96029258,88.42183387
CG9947,100.2801385,141.5343345,131.3655846
CG9948,24.51508798,24.29858195,20.60706828
CG9951,35.4574233,49.70922445,53.80137774
CG9953,74.42029371,76.17316095,66.52992656
CG9960,0,0,0
CG9961,1.235814059,1.413199737,1.613057803
CG9962,0.062428157,0,0
CG9967,10.11424352,18.71331565,19.94325717
CG9970,0.031214078,0,0
CG9975,3.40724368,11.07367914,37.77082155
CG9977,119.2684325,186.201628,156.3176545
CG9981,0.777096355,1.468440023,2.209956222
CG9986,37.03799845,38.68151575,33.60463198
CG9987,76.78803583,128.5762383,145.8210718
CG9988,0,0,0.038123022
CG9989,0,0.41043574,0.175609897
CG9990,35.72035747,83.02693881,77.88283187
CG9992,58.93715207,71.06755081,65.45581794
CG9993,59.71313118,264.2070398,261.5860849
CG9996,44.2635803,36.51666496,28.19688842
CG9997,0.031214078,0,0.039402174
CHES-1-like,25.37356478,63.84590634,91.85005139
CHIP,43.21458325,65.01728876,61.9924236
CHKov1,3.363497793,8.273048414,9.53958079
CHKov2,0.952029175,4.950997626,6.942056976
CHMP2B,13.78966483,19.31272224,21.82389064
CHORD,51.34287797,36.36054119,34.37794086
CHOp24,105.9393542,97.45503783,87.86388978
CIAPIN1,81.14148351,125.0726223,146.0624683
CLIP-190,112.2763084,105.9543864,111.7856753
CLS,21.23361912,19.82285744,22.9478372
CNT1,10.07364812,15.71681227,13.65344835
COQ7,36.74299726,79.55702659,86.08028108
CR13130,0.062428157,0.052041256,0.217881889
CR15061,0.123245622,0,0
CR17025,4.066006869,0.612706456,0.413613609
CR17567,0.254181497,0.604116872,0.209583949
CR30009,374.9131806,467.3886526,341.9810257
CR30055,5.207191744,4.115642256,4.281710264
CR30121,0.064662592,0.052041256,0
CR30267,10.16717575,30.74242782,34.79719294
CR31044,18.36750555,28.07620792,20.50145203
CR31084,0,0,0
CR31144,565.8149597,606.8771807,627.9554326
CR31386,329.3340015,355.8040846,313.8926343
CR31429,98.04155714,34.07644373,28.59458836
CR31451,47.51371258,3.272201056,7.50095073
CR31514,20.38345675,10.16119402,14.6238257
CR31647,0.064662592,0,0
CR31781,1.840643244,0.583738674,0.209583949
CR31840,0,0.052041256,0.038123022
CR31845,0.771153248,0,0.108940944
CR31912,7.853355689,5.499874212,6.703867918
CR32027,2.491499345,5.5347363,15.34386348
CR32111,2.858219727,0.887396626,0.152492089
CR32160,0.156070392,0,0
CR32194,0,0.254311972,0
CR32205,29.64072571,44.11975162,63.23853091
CR32207,74.91332447,176.7171468,224.6819008
CR32218,4.362370155,3.049552142,4.717347874
CR32252,2.458845252,1.702373798,1.816649782
CR32385,5.127217091,3.575355253,3.627559929
CR32657,0.127090749,0.127155986,0.038123022
CR32658,0.719171291,0.670642019,0.969300742
CR32660,0,0,0
CR32661,0.091078818,0.052041256,0.672176824
CR32690,0.098111105,0.104082512,0.150901423
CR32730,0,0,0
CR32773,0.186955488,0.141639877,0.0653898
CR32835,0.031214078,0,0.039402174
CR33218,0.185673779,0.343910593,0.219161041
CR33963,2.786524848,1.662121156,3.771939424
CR33987,0.09587667,0,0
CR34006,0.031214078,0,0.077525197
CR34024,0,0,0.039402174
CR34044,0.033448513,0,0
CR34046,0,0,0
CR34047,0.031214078,0.052041256,0
CR34052,0,0,0.070817922
CR34335,1351.815335,4216.942745,5529.641103
CR40053,0.031214078,0,0
CR40172,0.062428157,0,0
CR40341,0,0,0
CR40465,0,0,0
CR40469,420.1353343,1213.64565,1553.045334
CR40502,2.512437901,6.92755784,16.2346792
CR40503,0,0,0
CR40561,0.279644997,0,0
CR40571,0.093642235,0,0.1307796
CR40573,0,0,0
CR40582,0.730048705,0,0.0326949
CR40594,0.220404001,0.127155986,0.450583646
CR40596,5.573878775,5.12430056,13.39971631
CR40611,0.541153542,0.462476995,0.496693095
CR40613,0.316280671,0.104082512,0.304672664
CR40621,2.500902522,4.057706693,11.87513223
CR40629,0,0,0
CR40639,0.154788683,0.612706456,1.472263431
CR40640,0.182157635,0.514518251,1.426153982
CR40641,0.676750815,2.18202996,6.415825021
CR40642,0,0,0
CR40668,3.198852431,6.904484365,19.84005507
CR40677,0.435681167,1.826330754,7.24757971
CR40679,4.445373227,8.302696458,30.26320625
CR40685,11.17214206,19.237431,75.90200926
CR40712,4.705668508,8.878349302,24.70281786
CR40719,0,0,0
CR40741,1.418176158,5.145359021,32.44273134
CR40743,0.033448513,0,0
CR40766,0.443995163,1.419094044,3.35945351
CR40947,0,0,0
CR40959,4.948972591,7.670619312,21.02146497
CR40962,0.783175917,3.138647009,9.336830283
CR40963,3.455516966,8.295114381,25.11565777
CR40976,0.031214078,0.104082512,0
CR41257,0.39244442,2.94546963,2.701718053
CR41352,0,0,0.108940944
CR41443,0.059864739,0.112672095,0.0653898
CR41535,23.71420008,62.08642797,396.5597712
CR41544,45.60711092,86.86166934,291.8432096
CR41548,2.16960455,5.693555344,13.88199254
CR41550,0.093642235,0.231238498,0.62447671
CR41583,0.8870376,1.702373798,5.596020384
CR41590,3.887036394,7.439380814,18.64669591
CR41591,0.031214078,0,0
CR41601,0,0.104082512,0
CR41602,8.705367871,19.41342921,199.1574894
CR41606,0.031214078,0,0
CR41607,0.395631581,0.702305077,1.382602837
CR41609,7.126221236,13.69528913,38.58758371
CR41613,0,0,0
CR41619,1.196580744,2.254449414,10.45881627
CR41620,0.288582737,0.193681133,0.317245741
CR41621,0,0,0
CR42195,8.736423643,18.93646832,49.70727851
CR42491,88.73702406,53.59549249,34.87363945
CR42547,3.115746691,5.387202116,6.758805266
CR42549,16.36555249,9.635894665,8.918940749
CR42646,1.198849402,5.384506839,5.415479223
CR42651,2.352522382,0,0
CR42657,0,0.037557365,0.0326949
CR42696,0,0,0
CR42719,1.584261535,1.54625003,2.499935185
CR42721,3.0755388,0,0
CR42735,0,0,0
CR42736,0.031214078,0.07511473,0.0326949
CR42738,0.031214078,0.104082512,0
CR42742,0,0.364288791,0
CR42743,0.031214078,0,0
CR42745,0.124856314,0.112672095,0.270698612
CR42746,0.129325183,0.037557365,0.219161041
CR42755,0.124527331,0,0
CR42756,0,0,0
CR42765,0,0,0
CR42767,0.222967419,0,0.110220097
CR42791,0.031214078,0,0
CR42794,0,0.037557365,0.227147468
CR42836,0.093642235,0,0
CR42839,0.124856314,0.07511473,0
CR42844,0,0,0
CR42848,15.21616692,26.40111413,16.12758907
CR42850,0.031214078,0,0
CR42858,0.033448513,0,0
CR42859,0,0,0
CR42860,0.644686243,0.456582688,0.277843567
